CustomerID,Age,ZIP Code,Family,Experience,AccountID,Income,AlreadyOwn,5Seater,LeasedCar
115,25,92354,3,14,1120,39,0,1,0
116,28,92024,3,40,1121,81,1,1,0
117,24,92831,1,29,1122,35,0,0,0
118,24,92833,2,33,1123,61,0,0,0
119,26,92647,3,16,1124,73,0,0,0
121,20,90057,2,29,1125,12,1,0,0
122,29,91711,3,26,1126,38,0,1,0
123,21,94523,2,32,1127,73,1,1,1
123,39,94523,2,32,1128,73,1,0,0
124,26,92130,1,13,1129,84,1,1,1
125,35,92121,4,15,1130,78,0,1,0
126,32,91301,3,35,1131,80,1,1,0
127,33,92096,2,5,1132,115,1,1,0
127,23,92096,2,5,1133,115,0,1,0
128,32,92646,1,8,1134,82,1,0,0
129,36,92182,2,14,1135,74,1,0,0
129,27,92182,2,14,1136,74,0,1,0
130,29,92131,3,16,1137,70,1,1,0
131,26,94801,3,4,1138,81,1,0,0
132,30,93720,4,34,1139,149,0,1,0
132,35,93720,4,34,1140,149,1,1,1
132,22,93720,4,34,1141,149,0,1,0
132,23,93720,4,34,1142,149,1,0,1
134,34,90245,3,4,1143,39,1,0,0
136,37,93010,4,33,1144,45,1,1,1
136,22,93010,4,33,1145,45,0,1,0
137,39,95035,4,32,1146,49,1,1,1
139,27,94928,3,34,1147,42,1,1,0
139,32,94928,3,34,1148,42,0,0,0
139,25,94928,3,34,1149,42,1,1,0
140,38,93305,1,35,1150,18,0,0,0
141,24,90245,2,25,1151,31,1,1,0
141,36,90245,2,25,1152,31,0,1,0
142,33,95831,3,11,1153,58,1,1,0
142,37,95831,3,11,1154,58,0,0,0
143,29,91770,1,9,1155,48,1,0,1
144,26,94117,4,1,1156,54,1,1,0
144,31,94117,4,1,1157,54,1,0,1
146,26,90007,1,35,1158,124,0,1,0
147,29,94102,1,19,1159,84,1,0,0
147,35,94102,1,19,1160,84,1,1,0
148,36,94542,4,25,1161,83,0,1,0
149,29,91423,2,28,1162,163,1,1,0
151,30,94107,2,22,1163,118,1,1,0
151,31,94107,2,22,1164,118,1,1,0
151,29,94107,2,22,1165,118,1,1,1
152,19,92834,3,0,1166,132,1,1,0
152,29,92834,3,0,1167,132,1,1,1
153,25,93117,1,32,1168,24,0,0,0
153,37,93117,1,32,1169,24,0,0,0
154,21,94551,2,36,1170,22,0,0,0
154,37,94551,2,36,1171,22,1,1,0
154,40,94551,2,36,1172,22,1,1,0
154,31,94551,2,36,1173,22,1,1,0
156,26,94596,4,0,1174,60,0,0,0
157,19,92131,4,0,1175,15,1,1,0
158,39,94025,4,17,1176,83,1,1,1
158,34,94025,4,17,1177,83,0,1,0
159,27,94720,2,6,1178,79,0,0,0
159,32,94720,2,6,1179,79,1,1,0
160,38,94545,4,35,1180,41,1,0,0
160,23,94545,4,35,1181,41,1,0,0
161,39,95819,4,0,1182,134,1,0,0
162,23,95053,2,35,1183,80,1,0,0
164,38,91125,4,4,1184,70,0,1,0
165,19,95120,2,27,1185,92,1,0,0
166,23,94706,1,1,1186,43,1,0,0
168,24,94305,3,9,1187,23,1,1,0
168,23,94305,3,9,1188,23,1,1,1
169,29,91320,4,26,1189,13,1,1,0
170,30,90503,4,1,1190,112,1,1,0
171,40,90250,2,1,1191,138,1,1,1
172,31,95817,3,28,1192,11,1,1,0
173,36,92717,2,13,1193,171,1,1,0
174,20,90095,4,34,1194,42,0,1,0
174,36,90095,4,34,1195,42,1,1,1
175,30,95503,2,17,1196,168,1,1,1
175,21,95503,2,17,1197,168,1,1,0
176,38,91711,4,20,1198,85,0,0,0
176,21,91711,4,20,1199,85,1,0,0
177,21,93111,3,25,1200,44,1,1,0
179,28,95818,4,29,1201,24,0,1,0
179,29,95818,4,29,1202,24,0,1,0
180,37,91942,1,37,1203,11,1,0,0
181,25,90401,2,27,1204,38,0,1,0
183,39,95133,1,0,1205,135,0,1,0
184,39,92173,3,3,1206,148,1,0,0
184,37,92173,3,3,1207,148,0,0,1
185,36,92717,2,26,1208,63,0,0,1
185,21,92717,2,26,1209,63,1,0,1
186,39,91320,1,14,1210,115,1,1,1
187,40,95616,1,23,1211,45,0,0,0
187,35,95616,1,23,1212,45,1,0,0
188,24,94305,3,21,1213,159,1,1,1
188,19,94305,3,21,1214,159,1,1,0
189,30,91320,2,40,1215,169,0,0,0
190,20,94043,2,29,1216,112,1,1,0
191,23,92521,1,36,1217,93,1,1,0
193,38,92122,1,23,1218,85,0,0,0
194,21,93118,4,24,1219,21,0,1,0
194,30,93118,4,24,1220,21,0,0,0
195,25,92697,2,29,1221,144,1,1,0
196,25,94577,4,10,1222,13,1,1,1
196,27,94577,4,10,1223,13,1,1,0
197,29,93407,1,24,1224,165,1,0,1
198,21,91345,4,31,1225,9,1,0,0
199,25,94123,4,3,1226,59,0,0,0
199,33,94123,4,3,1227,59,0,1,0
200,19,92152,1,11,1228,158,0,1,0
200,37,92152,1,11,1229,158,1,1,1
200,28,92152,1,11,1230,158,0,1,0
200,23,92152,1,11,1231,158,1,0,0
201,20,91355,1,6,1232,29,1,1,1
201,25,91355,1,6,1233,29,1,0,1
202,27,94609,2,9,1234,20,1,0,0
202,24,94609,2,9,1235,20,0,1,0
203,37,94306,4,3,1236,68,1,1,0
204,35,95747,4,34,1237,65,0,1,0
206,20,95616,4,12,1238,91,1,0,0
207,24,91355,1,25,1239,31,0,0,0
207,37,91355,1,25,1240,31,0,1,0
209,28,94110,4,16,1241,73,0,1,1
209,34,94110,4,16,1242,73,0,1,0
210,39,94707,4,39,1243,172,1,0,0
210,22,94707,4,39,1244,172,1,1,0
210,36,94707,4,39,1245,172,1,1,0
210,27,94707,4,39,1246,172,1,1,1
214,40,91326,1,33,1247,155,1,1,0
216,30,95818,2,14,1248,92,1,1,0
216,23,95818,2,14,1249,92,1,1,0
219,44,92807,3,20,1250,72,1,0,0
220,56,94707,1,30,1251,61,1,1,1
220,56,94707,1,30,1252,61,1,0,0
221,32,92130,2,6,1253,25,1,1,0
222,45,95051,2,19,1254,83,1,1,1
224,55,95014,3,25,1255,41,0,0,0
226,39,94720,1,13,1256,93,0,1,0
228,47,94551,2,23,1257,148,0,0,0
228,47,94551,2,23,1258,148,0,1,0
228,47,94551,2,23,1259,148,0,1,0
229,47,92677,4,22,1260,53,1,0,1
229,47,92677,4,22,1261,53,0,0,0
229,47,92677,4,22,1262,53,0,1,0
230,48,93117,2,24,1263,71,0,1,0
231,47,94720,1,22,1264,92,0,0,0
232,35,94304,4,10,1265,61,0,0,0
234,62,91320,4,37,1266,58,0,1,0
236,38,94720,4,8,1267,71,1,1,0
237,43,93407,3,18,1268,89,0,0,0
237,43,93407,3,18,1269,89,1,0,1
238,62,92521,1,38,1270,83,0,0,0
239,57,95831,3,32,1271,28,0,1,0
239,57,95831,3,32,1272,28,0,1,0
242,48,91711,1,22,1273,71,1,1,1
244,65,90095,3,39,1274,170,1,0,0
244,65,90095,3,39,1275,170,0,0,0
244,65,90095,3,39,1276,170,0,0,0
245,41,94025,4,17,1277,78,0,1,0
247,38,94025,2,14,1278,60,0,0,1
247,38,94025,2,14,1279,60,0,1,0
248,53,92626,4,29,1280,120,0,1,0
248,53,92626,4,29,1281,120,1,1,0
248,53,92626,4,29,1282,120,1,0,0
248,53,92626,4,29,1283,120,1,0,0
249,55,92121,2,29,1284,99,1,1,1
249,55,92121,2,29,1285,99,0,1,1
250,26,90089,3,1,1286,55,1,1,0
252,54,92182,2,28,1287,170,1,1,0
252,54,92182,2,28,1288,170,1,1,0
253,65,91711,3,40,1289,53,1,1,0
255,65,91942,3,41,1290,134,0,0,0
255,65,91942,3,41,1291,134,0,1,0
256,66,92103,2,40,1292,42,0,1,0
257,26,92697,4,0,1293,99,0,1,0
258,66,92691,3,41,1294,18,1,1,1
259,35,95747,4,9,1295,24,1,0,1
260,56,94107,1,30,1296,55,0,0,0
261,51,92407,1,27,1297,58,1,1,0
262,42,93106,2,16,1298,111,0,1,1
262,42,93106,2,16,1299,111,1,1,0
263,49,90245,1,23,1300,33,1,0,0
263,49,90245,1,23,1301,33,1,0,0
263,49,90245,1,23,1302,33,0,1,0
264,27,92121,4,1,1303,74,0,1,0
264,27,92121,4,1,1304,74,1,1,1
266,49,94305,4,23,1305,23,1,0,1
267,63,94720,2,38,1306,61,1,1,0
269,64,94002,1,39,1307,129,1,1,0
271,60,94063,4,36,1308,63,0,1,0
272,40,94923,4,14,1309,70,1,1,0
273,29,95023,4,3,1310,45,1,1,0
273,29,95023,4,3,1311,45,1,0,0
274,41,90095,3,16,1312,65,1,0,0
275,30,95616,4,5,1313,74,1,0,0
275,30,95616,4,5,1314,74,1,0,0
276,49,94706,4,24,1315,50,1,1,1
277,30,90058,4,5,1316,22,1,1,0
279,50,91125,4,26,1317,21,1,1,0
280,39,94577,2,14,1318,155,1,0,1
281,33,92121,4,8,1319,64,1,1,0
282,57,94118,4,31,1320,65,1,0,0
283,34,91711,4,9,1321,71,1,0,0
284,61,90029,3,36,1322,40,1,0,1
284,61,90029,3,36,1323,40,0,0,0
285,44,92806,3,19,1324,69,0,1,0
287,51,94806,3,25,1325,45,1,0,0
288,37,92110,3,12,1326,62,0,1,0
289,44,94306,2,19,1327,172,0,1,0
289,44,94306,2,19,1328,172,1,1,0
289,44,94306,2,19,1329,172,1,1,1
289,44,94306,2,19,1330,172,1,1,0
290,42,92121,3,15,1331,24,1,1,1
290,42,92121,3,15,1332,24,1,1,1
292,43,90089,3,16,1333,8,1,0,1
293,30,94542,4,5,1334,38,0,0,0
293,30,94542,4,5,1335,38,1,0,1
295,35,94536,1,9,1336,55,1,1,1
296,60,94304,2,34,1337,64,0,0,0
297,34,90623,1,9,1338,122,0,0,0
298,55,93720,3,25,1339,70,1,1,0
300,41,90057,1,15,1340,159,1,0,0
300,41,90057,1,15,1341,159,0,1,0
300,41,90057,1,15,1342,159,0,1,0
301,34,92843,4,9,1343,70,1,0,1
303,45,94550,2,21,1344,152,1,1,0
304,49,95605,4,25,1345,195,0,1,0
306,60,91207,1,35,1346,22,1,1,0
307,55,92373,3,29,1347,79,1,1,0
307,55,92373,3,29,1348,79,0,0,0
308,42,90401,1,18,1349,33,1,1,1
309,32,94720,2,8,1350,128,0,1,1
309,32,94720,2,8,1351,128,1,0,0
309,32,94720,2,8,1352,128,0,1,0
310,62,95929,1,38,1353,91,0,0,0
310,62,95929,1,38,1354,91,1,1,0
311,57,90277,4,32,1355,39,0,0,0
311,57,90277,4,32,1356,39,1,1,0
312,52,94550,1,26,1357,121,1,0,0
313,36,91741,1,6,1358,21,0,1,0
313,36,91741,1,6,1359,21,1,0,0
314,34,93720,3,9,1360,41,1,1,0
315,63,93437,2,37,1361,45,1,1,0
316,24,90630,3,-2,1362,51,0,0,0
317,57,95054,1,31,1363,165,0,1,0
317,57,95054,1,31,1364,165,0,1,0
318,40,91335,2,16,1365,119,0,1,0
318,40,91335,2,16,1366,119,1,0,0
319,27,95670,4,2,1367,110,1,0,1
320,65,90034,3,39,1368,20,1,1,0
322,44,92717,3,20,1369,101,1,1,0
323,63,92007,1,39,1370,101,0,0,0
323,63,92007,1,39,1371,101,0,0,0
323,63,92007,1,39,1372,101,1,1,0
323,63,92007,1,39,1373,101,1,1,1
324,59,90034,1,34,1374,99,1,0,0
325,56,90089,4,30,1375,158,0,1,0
326,54,95039,1,28,1376,89,1,1,0
326,54,95039,1,28,1377,89,1,1,1
327,52,95616,1,27,1378,80,0,1,0
327,52,95616,1,27,1379,80,1,1,0
327,52,95616,1,27,1380,80,1,1,0
328,58,91330,2,32,1381,114,0,1,0
329,60,94110,3,35,1382,49,1,1,0
329,60,94110,3,35,1383,49,0,1,0
330,28,90064,1,4,1384,191,1,0,1
331,54,92374,4,30,1385,78,0,1,0
333,59,95630,1,33,1386,42,1,0,0
335,48,95053,1,23,1387,45,0,1,0
336,56,95827,2,32,1388,122,1,0,0
336,56,95827,2,32,1389,122,1,1,0
336,56,95827,2,32,1390,122,1,1,0
337,36,95051,3,12,1391,65,1,1,1
338,57,94117,1,27,1392,68,1,1,1
341,59,93524,1,34,1393,91,1,1,0
341,59,93524,1,34,1394,91,0,0,0
342,31,92038,4,6,1395,55,0,0,0
343,43,91304,2,19,1396,118,1,1,1
345,54,92606,3,24,1397,63,1,1,1
345,54,92606,3,24,1398,63,1,0,1
346,51,92192,4,27,1399,12,1,1,0
346,51,92192,4,27,1400,12,1,0,0
347,44,90745,3,19,1401,50,1,1,0
348,25,94305,2,0,1402,43,0,0,0
348,25,94305,2,0,1403,43,1,1,1
348,25,94305,2,0,1404,43,1,0,0
348,25,94305,2,0,1405,43,0,0,0
349,40,95060,4,15,1406,173,0,0,0
349,40,95060,4,15,1407,173,0,1,0
349,40,95060,4,15,1408,173,1,1,1
349,40,95060,4,15,1409,173,0,1,0
350,26,93407,2,2,1410,60,1,1,0
351,39,94301,1,14,1411,113,0,1,0
351,39,94301,1,14,1412,113,0,0,0
352,28,92182,4,4,1413,155,1,1,1
352,28,92182,4,4,1414,155,1,1,0
353,52,92692,4,28,1415,91,1,1,0
354,53,95818,4,29,1416,55,1,0,0
355,44,90277,2,20,1417,173,1,0,0
356,43,92101,3,19,1418,71,1,1,0
358,38,94610,1,14,1419,42,0,1,0
359,30,94539,2,6,1420,141,0,0,0
360,32,93106,1,6,1421,32,1,0,1
362,43,90254,2,19,1422,153,1,1,0
363,58,94590,2,32,1423,113,1,1,0
365,54,92028,3,24,1424,29,1,1,0
366,57,90089,1,32,1425,174,1,0,0
366,57,90089,1,32,1426,174,1,1,0
367,50,92717,1,24,1427,35,1,0,0
368,32,95054,2,8,1428,98,1,0,1
369,63,92054,2,37,1429,30,1,1,0
370,31,95051,2,6,1430,58,1,1,0
373,56,93105,4,30,1431,44,1,0,0
374,49,90291,4,25,1432,20,1,1,0
374,49,90291,4,25,1433,20,0,1,0
375,30,91941,2,5,1434,98,1,1,0
376,33,92346,3,7,1435,90,0,1,0
378,30,94402,4,5,1436,40,0,1,0
381,63,94305,1,33,1437,34,1,1,0
381,63,94305,1,33,1438,34,0,0,0
382,55,95616,2,29,1439,73,1,0,0
382,55,95616,2,29,1440,73,0,1,0
383,65,94904,4,41,1441,133,1,1,0
383,65,94904,4,41,1442,133,1,1,0
384,44,94608,1,18,1443,53,1,0,0
385,51,9307,4,25,1444,21,0,0,0
385,51,9307,4,25,1445,21,0,0,0
386,35,93943,3,9,1446,40,1,1,1
387,30,95051,4,5,1447,41,1,0,0
388,31,95482,4,5,1448,82,1,1,1
389,54,95814,4,30,1449,100,1,0,1
390,45,90024,1,20,1450,155,1,0,0
390,45,90024,1,20,1451,155,1,0,0
391,45,92521,1,19,1452,45,1,1,0
392,58,94080,3,32,1453,9,1,1,1
393,54,91709,4,29,1454,48,1,1,0
394,53,90095,4,28,1455,18,1,0,0
394,53,90095,4,28,1456,18,0,1,0
394,53,90095,4,28,1457,18,1,1,0
394,53,90095,4,28,1458,18,1,1,0
395,33,91311,4,9,1459,80,1,1,0
395,33,91311,4,9,1460,80,1,1,1
398,26,90503,3,2,1461,48,1,1,1
400,28,90024,4,3,1462,84,1,0,1
400,28,90024,4,3,1463,84,1,0,0
401,36,94542,3,10,1464,179,1,1,1
401,36,94542,3,10,1465,179,1,1,0
402,29,95747,4,2,1466,30,1,1,0
403,54,91604,1,28,1467,93,1,0,1
403,54,91604,1,28,1468,93,1,0,0
403,54,91604,1,28,1469,93,1,1,0
406,36,90245,1,11,1470,133,1,0,1
406,36,90245,1,11,1471,133,1,0,0
406,36,90245,1,11,1472,133,0,0,0
406,36,90245,1,11,1473,133,1,1,0
408,64,93437,1,40,1474,58,1,0,1
409,60,91745,2,36,1475,89,0,1,0
410,49,90019,1,22,1476,82,1,1,0
411,47,94111,2,23,1477,110,1,0,0
411,47,94111,2,23,1478,110,1,0,0
412,60,92182,4,36,1479,54,1,1,0
413,45,93311,4,20,1480,89,0,1,0
414,32,92407,3,7,1481,42,1,1,0
415,52,94309,3,28,1482,41,1,1,0
416,35,93106,4,8,1483,38,0,1,0
417,40,94304,2,15,1484,85,1,1,0
418,53,90073,4,29,1485,83,0,0,0
420,58,94501,4,33,1486,50,1,0,1
421,47,93105,4,22,1487,58,1,1,0
421,47,93105,4,22,1488,58,1,0,0
422,28,92333,4,3,1489,115,1,0,1
423,46,91380,2,20,1490,145,1,1,0
423,46,91380,2,20,1491,145,0,0,0
423,46,91380,2,20,1492,145,1,1,1
426,28,90505,4,3,1493,28,1,1,0
427,42,92182,3,18,1494,75,1,1,1
428,32,92521,3,7,1495,35,1,1,0
429,62,94720,2,38,1496,24,1,0,0
430,37,94998,4,13,1497,78,1,1,0
431,51,94086,1,26,1498,113,1,0,0
432,39,94305,3,13,1499,75,0,1,0
433,43,91311,1,17,1500,91,1,1,0
434,52,91330,4,28,1501,31,1,0,1
434,52,91330,4,28,1502,31,1,1,0
435,30,95819,1,6,1503,45,1,0,0
437,61,92122,3,35,1504,50,1,0,0
438,36,95825,4,9,1505,31,1,1,0
438,36,95825,4,9,1506,31,1,0,0
439,58,93943,2,32,1507,113,1,1,0
439,58,93943,2,32,1508,113,0,0,0
439,58,93943,2,32,1509,113,1,0,0
439,58,93943,2,32,1510,113,1,1,0
440,47,94304,4,23,1511,29,0,1,0
441,64,92626,2,39,1512,59,1,1,0
442,52,93555,1,27,1513,43,0,0,0
442,52,93555,1,27,1514,43,1,1,0
443,58,95136,1,28,1515,122,1,1,1
443,58,95136,1,28,1516,122,0,0,0
445,64,93106,2,40,1517,91,1,1,0
445,64,93106,2,40,1518,91,1,1,1
446,58,94590,3,32,1519,65,0,0,0
447,47,93108,1,23,1520,22,1,1,1
449,31,94588,4,4,1521,60,1,1,0
449,31,94588,4,4,1522,60,0,0,0
450,61,91706,3,37,1523,60,1,1,0
451,51,95747,1,25,1524,69,0,1,0
451,51,95747,1,25,1525,69,1,1,0
452,28,94132,2,-2,1526,48,1,1,0
454,54,92109,4,28,1527,53,1,1,0
456,30,91107,4,4,1528,60,1,1,0
457,64,92068,3,39,1529,42,0,1,0
459,48,95841,1,24,1530,20,1,1,1
459,48,95841,1,24,1531,20,0,0,0
461,60,90277,2,36,1532,141,0,1,0
461,60,90277,2,36,1533,141,0,1,0
462,55,92123,2,30,1534,81,1,0,0
463,29,91423,3,4,1535,183,0,1,0
463,29,91423,3,4,1536,183,1,0,0
464,48,94928,2,22,1537,149,0,1,0
464,48,94928,2,22,1538,149,1,0,0
464,48,94928,2,22,1539,149,0,0,0
464,48,94928,2,22,1540,149,1,0,0
465,43,94305,4,19,1541,83,1,0,0
465,43,94305,4,19,1542,83,1,1,0
466,66,94305,1,42,1543,35,1,1,0
467,25,91342,2,0,1544,13,0,1,0
468,45,90232,1,20,1545,39,1,1,0
469,34,92634,1,10,1546,21,1,1,0
470,48,94609,2,23,1547,10,0,0,0
470,48,94609,2,23,1548,10,1,1,0
472,50,91768,4,24,1549,30,0,1,0
472,50,91768,4,24,1550,30,1,0,0
473,43,90007,4,19,1551,31,1,0,0
474,64,93955,1,39,1552,182,1,0,0
474,64,93955,1,39,1553,182,0,1,1
475,60,90028,2,34,1554,114,0,1,0
476,43,92008,3,19,1555,152,1,1,0
477,60,92717,1,34,1556,53,1,0,1
477,60,92717,1,34,1557,53,1,1,0
478,64,95112,4,39,1558,24,1,1,0
479,44,95060,2,20,1559,150,1,1,0
480,60,92154,2,36,1560,132,1,1,0
480,60,92154,2,36,1561,132,1,1,1
481,54,94998,3,29,1562,68,0,0,0
481,54,94998,3,29,1563,68,1,0,0
482,33,94063,1,9,1564,53,1,0,0
483,56,94022,1,32,1565,173,1,1,1
483,56,94022,1,32,1566,173,0,1,0
483,56,94022,1,32,1567,173,0,1,0
485,25,95023,2,1,1568,113,1,0,0
485,25,95023,2,1,1569,113,1,1,0
486,60,95014,1,34,1570,15,1,1,1
487,55,92173,2,30,1571,84,1,1,1
487,55,92173,2,30,1572,84,1,1,0
488,39,94117,4,13,1573,88,1,1,1
488,39,94117,4,13,1574,88,0,1,0
489,37,94122,3,13,1575,43,1,0,0
490,53,91380,2,28,1576,43,1,1,0
490,53,91380,2,28,1577,43,1,1,0
490,53,91380,2,28,1578,43,0,1,0
491,34,94303,2,10,1579,90,1,1,0
492,42,92115,4,18,1580,34,1,1,0
492,42,92115,4,18,1581,34,1,0,0
493,60,94596,4,36,1582,38,1,1,0
494,50,94720,1,24,1583,173,1,1,0
494,50,94720,1,24,1584,173,1,0,0
495,41,92647,2,17,1585,160,1,1,1
496,25,94545,4,0,1586,44,0,1,1
496,25,94545,4,0,1587,44,1,0,0
497,50,94301,2,24,1588,83,1,1,0
498,48,90623,4,22,1589,94,0,0,0
499,32,95023,1,8,1590,43,1,0,1
500,50,93108,3,25,1591,42,0,1,0
502,50,90640,3,26,1592,39,1,1,0
504,31,94022,4,5,1593,39,1,1,0
505,40,94720,3,10,1594,44,1,1,0
506,36,94305,3,12,1595,69,0,0,0
506,36,94305,3,12,1596,69,0,0,0
508,64,91380,3,40,1597,32,1,0,0
510,52,90503,2,28,1598,118,1,0,0
511,51,95136,1,26,1599,62,1,0,0
513,39,95035,3,14,1600,54,0,1,0
515,27,91730,3,1,1601,74,1,1,0
516,41,92780,1,16,1602,113,0,1,0
519,28,92677,1,4,1603,34,0,1,0
520,34,95616,1,9,1604,48,1,1,0
521,61,90024,4,37,1605,54,0,1,0
521,61,90024,4,37,1606,54,1,1,0
522,48,92518,4,24,1607,75,0,1,0
525,24,93014,4,-1,1608,75,1,1,0
527,26,93106,1,2,1609,205,1,1,1
528,33,90027,2,8,1610,65,1,1,0
529,64,90089,4,39,1611,122,1,0,0
529,64,90089,4,39,1612,122,1,0,0
530,39,95207,1,15,1613,82,0,1,0
531,54,91706,2,30,1614,21,1,1,0
532,32,90401,4,6,1615,50,1,1,0
532,32,90401,4,6,1616,50,0,0,0
532,32,90401,4,6,1617,50,1,0,0
532,32,90401,4,6,1618,50,0,1,0
533,62,94305,2,37,1619,39,1,0,0
533,62,94305,2,37,1620,39,1,1,0
533,62,94305,2,37,1621,39,1,0,0
535,53,93117,2,28,1622,41,1,1,0
536,51,94143,1,25,1623,132,1,0,0
537,25,92173,3,-1,1624,43,0,0,0
538,44,90717,1,20,1625,131,0,1,0
538,44,90717,1,20,1626,131,0,0,0
539,31,94534,1,5,1627,11,1,0,1
541,25,94010,4,-1,1628,109,1,0,0
543,40,94709,3,14,1629,81,1,0,0
544,63,94704,3,38,1630,54,0,1,0
545,35,91614,2,10,1631,164,1,0,0
